Customer_ID,Customer_Role,Specialty_Service,Establishment_Type,Country,Language,Years_Experience,Skill_Level_Self_Assessed,OPCO_Eligibility,Has_BD_Contract,Format_Preference,Available_Time_Hours,Training_Objective,Preferred_BD_Product,Prior_BD_Trainings,Completed_Training_Treatment,Satisfaction_Score_Proxy
HCP0256,Nurse Practitioner,EHR Integration,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,8,Expert,No,Yes,E-learning,40,Onboard on BD Nexiva™ IV catheter system,BD BodyGuard T,,Yes,3.2
HCP0257,Pharmacist,Pharmacy Management,Pflegeheim,Germany,Deutsch (de) - German,21,Advanced,No,No,Blended,4,Develop vascular access unit expertise,BD BodyGuard T,BD6614,Yes,3.9
HCP0258,Nurse,Soins Intensifs,RSA,Italy,Italiano (it) - Italian,11,Intermediate,No,No,E-learning,16,Enhance PICC line insertion and maintenance skills,BD Preset™,BD6869,No,3.1
HCP0259,System Manager,Medical ICU,CHU,Belgium,Français (fr) - French,20,Intermediate,Yes,No,On-site,24,Améliorer la conformité préanalytique et réduire les non-conformités,,,No,3.7
HCP0260,ICU Specialist,Equipment Maintenance,Residencia,Spain,Español (es) - Spanish,23,Intermediate,No,Yes,Blended,40,Enhance PICC line insertion and maintenance skills,BD Microtainer®,,No,3.8
HCP0261,System Manager,Emergency ICU,Devlet Hastanesi,Turkey,Türkçe (tr) - Turkish,1,Expert,Yes,Yes,Webinar,24,Prepare for BD Vacutainer® train-the-trainer programme,BD Foley,,Yes,4.9
HCP0262,Pharmacist,Trauma ICU,Community Hospital,Romania,Română (ro) - Romanian,20,Intermediate,Yes,No,On-site,40,Support career development with certified training (Qualiopi equivalent),,BD3261,No,4.7
HCP0263,Nurse,Critical Care,Regionsjukhus,Norway,Norsk (Ino) - Norwegian,30,Beginner,No,No,Webinar,24,Prepare for targeted temperature management protocol implementation,BD PICCline,BD1442,Yes,
HCP0264,ICU Specialist,Blood Bank,Kantonsspital,Switzerland,Deutsch (de) - German,11,Advanced,Yes,Yes,Webinar,40,Onboard on BD Nexiva™ IV catheter system,BD TTM System,BD3771,Yes,
HCP0265,Pharmacist,Oncology,MSP,France,Français (fr) - French,16,Expert,Yes,Yes,On-site,4,Obtenir une certification avancée en gestion de la TTM,,,Yes,3.3
HCP0266,ICU Specialist,Soins Intensifs,Clínica Privada,Spain,Español (es) - Spanish,20,Beginner,No,Yes,E-learning,8,Onboard new staff on BD Alaris™ infusion pump systems,BD Bair Hugger™,,Yes,4.6
HCP0267,Physician,Gériatrie,EHPAD,France,Français (fr) - French,9,Beginner,Yes,No,E-learning,8,Maîtriser les techniques de prélèvement avec BD Vacutainer®,BD Insyte™,BD9175,No,4.1
HCP0268,Nurse,Gériatrie,VA Hospital,United States,English (United States),4,Advanced,No,Yes,Blended,4,Validate Qualiopi competencies for task delegation,BD Vacutainer®,BD3731,Yes,3.9
HCP0269,Physician,Oncology,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,22,Intermediate,Yes,No,Blended,2,Master blood collection techniques with BD Vacutainer® systems,HealthSight,,No,2.9
HCP0270,Physician,Gériatrie,CHU,France,Français (fr) - French,11,Advanced,Yes,Yes,Webinar,24,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Provena™,BD1820,No,4.1
HCP0271,Physician,Neurology,Privatklinik,Germany,Deutsch (de) - German,24,Intermediate,Yes,Yes,Blended,8,Onboard new staff on BD Alaris™ infusion pump systems,,BD5047,Yes,4.9
HCP0272,System Manager,Gastroenterology,Clínica Privada,Spain,Español (es) - Spanish,15,Intermediate,No,No,Blended,8,Support career development with certified training (Qualiopi equivalent),BD A-Line™,BD2302,Yes,
HCP0273,Pharmacy Manager,Gastroenterology,Universitätsklinikum,Germany,Deutsch (de) - German,3,Intermediate,Yes,No,E-learning,4,Onboard new staff on BD Alaris™ infusion pump systems,BD Provena™,BD4590,Yes,
HCP0274,Nurse,EHR Integration,NHS Trust,United Kingdom,English (United Kingdom),12,Advanced,No,Yes,Webinar,4,Gain expert-level certification in TTM management,BD Alaris™,BD0972,No,
HCP0275,Pharmacist,Medical ICU,Ospedale Regionale,Italy,Italiano (it) - Italian,2,Advanced,No,Yes,Masterclass,8,Support career development with certified training (Qualiopi equivalent),VADvisor™,,Yes,2.9
HCP0276,Nurse,Nephrology,GP Surgery,United Kingdom,English (United Kingdom),13,Intermediate,No,Yes,Webinar,16,Gain expert-level certification in TTM management,BD Rowa™,,Yes,3.3
HCP0277,System Manager,Gériatrie,Regionsjukhus,Sweden,Svenska (sv) - Swedish,4,Advanced,No,Yes,On-site,16,Optimise Pyxis ES dispensing workflows,,,Yes,4.6
HCP0278,Physician,Specimen Management,HAD,France,Français (fr) - French,10,Beginner,Yes,Yes,Webinar,2,Préparer la mise en œuvre du protocole TTM en réanimation,,BD0119,Yes,
HCP0279,ICU Specialist,Clinical Pharmacy,Pflegeheim,Germany,Deutsch (de) - German,19,Intermediate,No,No,Blended,40,Onboard on BD Nexiva™ IV catheter system,BD Rowa™,,No,2.7
HCP0280,Nurse,Equipment Maintenance,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,21,Intermediate,No,Yes,On-site,16,Train on BD Rowa™ pharmacy automation system,Pyxis Anesthesia,BD1640,No,2.7
HCP0281,Physician,Pulmonology,HAD,France,Français (fr) - French,15,Advanced,Yes,Yes,Webinar,16,Préparer la mise en œuvre du protocole TTM en réanimation,BD PICCline,BD7394,Yes,3.7
HCP0282,Nurse,Microbiology,HAD,France,Français (fr) - French,5,Advanced,Yes,No,Blended,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Foley,BD5615,Yes,
HCP0283,System Manager,Gastroenterology,Privatklinik,Germany,Deutsch (de) - German,30,Advanced,Yes,Yes,Webinar,24,Validate Qualiopi competencies for task delegation,BD Bair Hugger™,,Yes,4.6
HCP0284,ICU Specialist,Soins Intensifs,GGZ,Netherlands,Nederlands (nl) - Dutch,3,Expert,No,Yes,E-learning,40,Enhance PICC line insertion and maintenance skills,Pyxis Anesthesia,BD4927,No,3.6
HCP0285,Nurse,ICU / Critical Care,Private Hospital,Croatia,Hrvatski (hr) - Croatian,22,Intermediate,No,Yes,On-site,24,Onboard new staff on BD Alaris™ infusion pump systems,BD TTM System,BD5822,Yes,3.8
HCP0286,Nurse,Pediatrics,Private Hospital,Greece,Ελληνικά (el) - Greek,12,Expert,No,Yes,Masterclass,8,Validate Qualiopi competencies for task delegation,BD Alaris™,BD5337,Yes,3.9
HCP0287,Physician,Nephrology,Community Hospital,United States,English (United States),9,Beginner,No,Yes,E-learning,40,Onboard on BD Nexiva™ IV catheter system,BD TTM System,BD6385,No,4.5
HCP0288,Nurse,IT Systems,Ambulatory Surgery Center,United States,English (United States),4,Advanced,No,No,On-site,40,Develop vascular access unit expertise,HealthSight,,No,3.4
HCP0289,Nurse,Dispensing Automation,Regionsjukhus,Denmark,Dansk (da) - Danish,3,Intermediate,No,No,Webinar,4,Validate Qualiopi competencies for task delegation,BD A-Line™,BD6798,Yes,4.3
HCP0290,System Manager,Soins Intensifs,Centro de Salud,Spain,Español (es) - Spanish,5,Intermediate,No,Yes,Blended,8,Prepare for BD Vacutainer® train-the-trainer programme,Pyxis Anesthesia,,Yes,4.8
HCP0291,Nurse,Cardiology,NHS Trust,United Kingdom,English (United Kingdom),11,Beginner,No,Yes,E-learning,4,Develop vascular access unit expertise,BD Microtainer®,BD8062,Yes,3.2
HCP0292,Nurse,Hospital Pharmacy,Academic Medical Center,Bulgaria,Български (bg) - Bulgarian,13,Intermediate,No,Yes,Webinar,16,Master blood collection techniques with BD Vacutainer® systems,BD Rowa™,BD1442,No,3.6
HCP0293,Physician,Surgical ICU,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,8,Intermediate,Yes,No,On-site,40,Improve infusion safety and reduce medication errors,BD Microtainer®,BD4272,Yes,
HCP0294,Nurse,Critical Care,Kantonsspital,Switzerland,Deutsch (de) - German,5,Intermediate,No,Yes,Webinar,2,Optimise Pyxis ES dispensing workflows,BD Preset™,BD6448,Yes,4.8
HCP0295,Physician,Anesthesiology,CH,France,Français (fr) - French,10,Advanced,Yes,Yes,Blended,8,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Foley,BD9144,No,3.7
HCP0296,ICU Specialist,Oncology,Primärvård,Sweden,Svenska (sv) - Swedish,7,Intermediate,No,No,E-learning,24,Develop vascular access unit expertise,BD Alaris™,BD6802,Yes,
HCP0297,Nurse,Medical ICU,Community Hospital,United Kingdom,English (United Kingdom),22,Intermediate,No,No,E-learning,8,Improve pre-analytical quality and reduce specimen non-conformances,BD Provena™,BD2298,Yes,4.2
HCP0298,ICU Specialist,Hematology,Community Trust,United Kingdom,English (United Kingdom),9,Intermediate,Yes,Yes,E-learning,8,Support career development with certified training (Qualiopi equivalent),Pyxis ES,BD6780,No,3.0
HCP0299,System Manager,Clinical Pharmacy,Private Hospital,Qatar,English (United Kingdom),26,Advanced,Yes,Yes,E-learning,16,Prepare for targeted temperature management protocol implementation,BD Provena™,,No,3.8
HCP0300,System Manager,Microbiology,Kreiskrankenhaus,Germany,Deutsch (de) - German,10,Advanced,Yes,Yes,Webinar,8,Support career development with certified training (Qualiopi equivalent),BD Microtainer®,BD5167,Yes,2.6
HCP0301,Pharmacist,Hematology,Privat Klinik,Denmark,Dansk (da) - Danish,28,Intermediate,Yes,Yes,On-site,16,Onboard on BD Nexiva™ IV catheter system,BD Rowa™,BD6869,Yes,
HCP0302,System Manager,Critical Care,Privatklinik,Germany,Deutsch (de) - German,20,Intermediate,No,Yes,Webinar,16,Support career development with certified training (Qualiopi equivalent),BD Bair Hugger™,BD1793,Yes,4.4
HCP0303,Nurse,Gériatrie,NHS Trust,United Kingdom,English (United Kingdom),10,Intermediate,No,Yes,Blended,16,Train on BD Rowa™ pharmacy automation system,BD PICCline,BD3017,Yes,
HCP0304,Physician,Gériatrie,Policlinico,Italy,Italiano (it) - Italian,6,Beginner,No,No,Webinar,4,Prepare for targeted temperature management protocol implementation,BD Midline,BD7305,Yes,3.6
HCP0305,ICU Specialist,Emergency Department,Hospital General,Spain,Español (es) - Spanish,19,Intermediate,No,Yes,E-learning,4,Prepare for OPCO-funded certification in vascular access,,BD7114,Yes,3.8
HCP0306,Physician,EHR Integration,CHU,France,Français (fr) - French,3,Intermediate,Yes,Yes,Webinar,16,Développer les compétences en pose et entretien de PICC line,BD PICCline,,No,4.7
HCP0307,Biomedical Engineer,Specimen Management,IPSS,Portugal,Português (pt) - Portuguese,4,Advanced,No,Yes,Webinar,16,Prepare for targeted temperature management protocol implementation,BD PICCline,,No,3.1
HCP0308,Pharmacy Manager,Gastroenterology,Policlinico,Italy,Italiano (it) - Italian,17,Advanced,No,Yes,Webinar,8,Prepare for BD Vacutainer® train-the-trainer programme,BD Midline,BD2593,Yes,3.3
HCP0309,Pharmacist,Equipment Maintenance,CPAS,Belgium,Français (fr) - French,24,Intermediate,Yes,Yes,E-learning,40,Préparer une certification financée par l'OPCO en accès vasculaire,BD Rowa™,,Yes,3.3
HCP0310,Nurse,Anesthesiology,Hospital Distrital,Portugal,Português (pt) - Portuguese,27,Beginner,No,Yes,E-learning,24,Gain expert-level certification in TTM management,HealthSight,BD5333,Yes,4.4
HCP0311,Nurse,Hématologie,Community Hospital,United States,English (United States),12,Beginner,No,No,E-learning,4,Prepare for BD Vacutainer® train-the-trainer programme,BD TTM System,BD3378,No,3.9
HCP0312,Nurse,Clinical Pharmacy,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,7,Advanced,Yes,Yes,E-learning,4,Support career development with certified training (Qualiopi equivalent),BD Bair Hugger™,,Yes,3.3
HCP0313,Physician,Chirurgie,CH,France,Français (fr) - French,12,Advanced,Yes,Yes,Webinar,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,VADvisor™,,Yes,3.2
HCP0314,ICU Specialist,Pharmacy Management,Casa di Cura,Italy,Italiano (it) - Italian,2,Intermediate,No,Yes,Blended,16,Gain expert-level certification in TTM management,Pyxis Anesthesia,,No,4.2
HCP0315,System Manager,Clinical Pharmacy,Ambulatory Surgery Center,United States,English (United States),4,Intermediate,No,No,Blended,24,Enhance PICC line insertion and maintenance skills,BD Insyte™,BD2976,No,3.8
HCP0316,Pharmacy Manager,Gériatrie,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,8,Expert,No,No,Blended,16,Prepare for targeted temperature management protocol implementation,BD Rowa™,,Yes,
HCP0317,ICU Specialist,Hématologie,VVT,Netherlands,Nederlands (nl) - Dutch,18,Beginner,Yes,Yes,On-site,40,Improve infusion safety and reduce medication errors,BD Foley,,No,4.5
HCP0318,Nurse,IT Systems,IDN,United States,English (United States),1,Expert,Yes,No,E-learning,4,Improve pre-analytical quality and reduce specimen non-conformances,VADvisor™,BD8152,Yes,2.9
HCP0319,System Manager,Hospital Pharmacy,Clinique Privée,France,Français (fr) - French,24,Beginner,Yes,No,Webinar,16,Préparer une certification financée par l'OPCO en accès vasculaire,BD Insyte™,BD0907,No,4.0
HCP0320,Biomedical Engineer,Oncologie,IDN,United States,English (United States),4,Intermediate,No,Yes,E-learning,2,Prepare for OPCO-funded certification in vascular access,Pyxis ES,BD0526,Yes,4.8
HCP0321,Pharmacist,Equipment Maintenance,CHU,France,Français (fr) - French,20,Intermediate,Yes,No,Webinar,4,Maîtriser les techniques de prélèvement avec BD Vacutainer®,BD A-Line™,BD6389,Yes,2.6
HCP0322,System Manager,Emergency Department,Clinique Privée,France,Français (fr) - French,1,Advanced,Yes,Yes,On-site,40,Obtenir une certification avancée en gestion de la TTM,BD Insyte™,,No,2.6
HCP0323,Pharmacy Manager,Specimen Management,Ospedale Universitario,Italy,Italiano (it) - Italian,2,Expert,No,Yes,E-learning,2,Enhance PICC line insertion and maintenance skills,BD TTM System,BD8393,Yes,4.5
HCP0324,Nurse,Dispensing Automation,GGZ,Netherlands,Nederlands (nl) - Dutch,20,Intermediate,No,No,E-learning,24,Train on BD Rowa™ pharmacy automation system,BD Nexiva™,,No,2.9
HCP0325,Pharmacist,Neurology,VVT,Netherlands,Nederlands (nl) - Dutch,15,Advanced,No,Yes,Webinar,24,Improve pre-analytical quality and reduce specimen non-conformances,VADvisor™,,No,5.0
HCP0326,Physician,Geriatrics,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,9,Intermediate,Yes,Yes,Webinar,2,Gain expert-level certification in TTM management,BD BodyGuard T,BD6448,Yes,2.8
HCP0327,Nurse,Pediatrics,IPSS,Portugal,Português (pt) - Portuguese,22,Intermediate,No,No,On-site,4,Optimise Pyxis ES dispensing workflows,BD Alaris™,BD1220,Yes,4.4
HCP0328,Pharmacist,Surgical ICU,Academic Medical Center,Romania,Română (ro) - Romanian,9,Intermediate,Yes,Yes,Webinar,8,Enhance PICC line insertion and maintenance skills,BD TTM System,BD2487,Yes,4.0
HCP0329,Nurse,Urgences,Ambulatory Surgery Center,United States,English (United States),4,Beginner,No,No,Webinar,4,Optimise Pyxis ES dispensing workflows,BD Rowa™,BD9664,Yes,3.3
HCP0330,Physician,Pharmacy Management,Privat Klinik,Denmark,Dansk (da) - Danish,18,Intermediate,Yes,Yes,Blended,8,Onboard on BD Nexiva™ IV catheter system,BD A-Line™,,No,2.8
HCP0331,Nurse,Geriatrics,Regionsjukhus,Finland,Suomi (fi) - Finnish,22,Advanced,Yes,No,E-learning,40,Optimise Pyxis ES dispensing workflows,BD Eclipse™,BD9412,Yes,3.6
HCP0332,Nurse,Operating Theatre,Universitetssjukhus,Finland,Suomi (fi) - Finnish,12,Expert,No,Yes,On-site,8,Onboard new staff on BD Alaris™ infusion pump systems,,BD0744,No,3.0
HCP0333,ICU Specialist,Oncology,MVZ,Germany,Deutsch (de) - German,2,Expert,No,Yes,E-learning,2,Onboard new staff on BD Alaris™ infusion pump systems,BD Microtainer®,,No,
HCP0334,Nurse,Medical ICU,Hospital Universitario,Spain,Español (es) - Spanish,8,Intermediate,No,Yes,Blended,4,Prepare for BD Vacutainer® train-the-trainer programme,,,Yes,
HCP0335,Physician,Critical Care,Ospedale Universitario,Italy,Italiano (it) - Italian,28,Intermediate,No,No,E-learning,24,Gain expert-level certification in TTM management,BD A-Line™,BD2466,Yes,4.5
HCP0336,Pharmacist,Dispensing Automation,Residencia,Spain,Español (es) - Spanish,14,Advanced,No,Yes,E-learning,8,Prepare for OPCO-funded certification in vascular access,HealthSight,BD7274,Yes,4.9
HCP0337,Pharmacist,Operating Theatre,ESPIC,France,Français (fr) - French,21,Advanced,Yes,Yes,E-learning,40,Préparer la mise en œuvre du protocole TTM en réanimation,Pyxis ES,,No,4.2
HCP0338,ICU Specialist,Medical Biology,ESPIC,France,Français (fr) - French,28,Advanced,Yes,No,E-learning,8,Développer les compétences en pose et entretien de PICC line,BD Eclipse™,BD1442,Yes,3.5
HCP0339,Pharmacist,Gastroenterology,Hôpital Général,France,Français (fr) - French,5,Intermediate,Yes,No,Masterclass,8,Développer les compétences en pose et entretien de PICC line,VADvisor™,BD7085,Yes,4.5
HCP0340,Clinical Pharmacist,Hematology,Kreiskrankenhaus,Austria,Deutsch (de) - German,25,Intermediate,No,Yes,E-learning,16,Develop vascular access unit expertise,BD Rowa™,BD4442,No,
HCP0341,Nurse Practitioner,Formulary Management,Clinique Privée,France,Français (fr) - French,18,Beginner,Yes,Yes,Webinar,8,Maîtriser les techniques de prélèvement avec BD Vacutainer®,,BD9417,No,
HCP0342,Nurse,Medical ICU,Academic Medical Center,Greece,Ελληνικά (el) - Greek,20,Expert,Yes,No,Masterclass,2,Master blood collection techniques with BD Vacutainer® systems,BD Preset™,BD8463,Yes,4.2
HCP0343,Pharmacist,Réanimation,Policlinico,Italy,Italiano (it) - Italian,26,Intermediate,No,No,On-site,40,Master blood collection techniques with BD Vacutainer® systems,BD Alaris™,,Yes,4.5
HCP0344,Physician,Critical Care,Community Hospital,Hungary,Magyar (hu) - Hungarian,23,Advanced,No,Yes,E-learning,2,Support career development with certified training (Qualiopi equivalent),BD Nexiva™,BD3520,Yes,4.9
HCP0345,ICU Specialist,Pharmacie Hospitalière,Pflegeheim,Germany,Deutsch (de) - German,8,Intermediate,Yes,Yes,E-learning,16,Enhance PICC line insertion and maintenance skills,BD Nexiva™,BD3130,Yes,4.8
HCP0346,Pharmacist,ICU / Critical Care,Ospedale Regionale,Italy,Italiano (it) - Italian,16,Advanced,Yes,Yes,Masterclass,8,Onboard on BD Nexiva™ IV catheter system,Pyxis Anesthesia,BD7085,Yes,3.0
HCP0347,Nurse,Oncology,Universitätsklinikum,Germany,Deutsch (de) - German,24,Intermediate,No,No,Blended,8,Prepare for targeted temperature management protocol implementation,BD TTM System,BD6391,No,3.3
HCP0348,Pharmacy Manager,Pediatrics,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,19,Intermediate,No,No,Webinar,4,Onboard new staff on BD Alaris™ infusion pump systems,BD Microtainer®,,Yes,3.9
HCP0349,Pharmacist,Gastroenterology,RSA,Italy,Italiano (it) - Italian,2,Intermediate,No,Yes,Webinar,2,Train on BD Rowa™ pharmacy automation system,BD Eclipse™,,No,2.8
HCP0350,Nurse,Medical Biology,EHPAD,France,Français (fr) - French,14,Expert,Yes,Yes,On-site,2,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD Insyte™,BD5366,Yes,
HCP0351,Nurse,Critical Care,Ospedale Universitario,Italy,Italiano (it) - Italian,12,Expert,No,Yes,E-learning,16,Master blood collection techniques with BD Vacutainer® systems,BD A-Line™,,No,2.7
HCP0352,Nurse Practitioner,Cardiology,Universitätsspital,Switzerland,Deutsch (de) - German,20,Intermediate,Yes,Yes,E-learning,2,Gain expert-level certification in TTM management,Pyxis ES,BD7321,Yes,
HCP0353,System Manager,Pulmonology,Community Trust,United Kingdom,English (United Kingdom),7,Beginner,Yes,Yes,E-learning,16,Improve infusion safety and reduce medication errors,BD PICCline,,No,3.3
HCP0354,Biomedical Engineer,Formulary Management,RSA,Italy,Italiano (it) - Italian,20,Intermediate,No,No,On-site,2,Master blood collection techniques with BD Vacutainer® systems,BD Foley,,Yes,2.6
HCP0355,Nurse,Nephrology,Academic Medical Center,United States,English (United States),24,Beginner,No,Yes,Webinar,2,Prepare for OPCO-funded certification in vascular access,BD BodyGuard T,BD6835,Yes,2.5
HCP0356,Nurse,Neurology,Ospedale Regionale,Italy,Italiano (it) - Italian,18,Intermediate,Yes,Yes,Webinar,4,Prepare for targeted temperature management protocol implementation,Pyxis Anesthesia,,No,4.5
HCP0357,Biomedical Engineer,Cardiologie,CPAS,Belgium,Français (fr) - French,14,Intermediate,Yes,Yes,Webinar,4,Développer les compétences en pose et entretien de PICC line,BD Microtainer®,,No,4.7
HCP0358,Physician,Neurology,Private Hospital,Bulgaria,Български (bg) - Bulgarian,17,Intermediate,No,Yes,Blended,8,Develop vascular access unit expertise,BD Eclipse™,,Yes,4.0
HCP0359,Biomedical Engineer,Nephrology,Residencia,Spain,Español (es) - Spanish,7,Expert,No,Yes,Blended,24,Master blood collection techniques with BD Vacutainer® systems,BD Midline,,Yes,2.9
HCP0360,Nurse,Hospital Pharmacy,Clinique Privée,France,Français (fr) - French,16,Beginner,Yes,Yes,E-learning,8,Former les nouveaux utilisateurs au système BD Alaris™,BD Rowa™,BD1213,No,
HCP0361,Clinical Pharmacist,Formulary Management,Private Hospital,Hungary,Magyar (hu) - Hungarian,18,Advanced,No,Yes,Blended,40,Onboard new staff on BD Alaris™ infusion pump systems,,BD2299,Yes,4.8
HCP0362,Nurse,Oncologie,Hôpital Général,France,Français (fr) - French,12,Advanced,Yes,Yes,Blended,2,Améliorer la conformité préanalytique et réduire les non-conformités,BD Microtainer®,BD0320,Yes,3.8
HCP0363,Pharmacy Manager,Emergency Department,Ospedale Regionale,Italy,Italiano (it) - Italian,1,Expert,Yes,Yes,Blended,24,Improve infusion safety and reduce medication errors,BD BodyGuard T,BD5055,No,2.7
HCP0364,Nurse,ICU / Critical Care,Clinique Privée,France,Français (fr) - French,30,Beginner,Yes,No,On-site,40,Préparer la mise en œuvre du protocole TTM en réanimation,HealthSight,BD4493,Yes,4.0
HCP0365,Nurse,ICU / Critical Care,Academic Medical Center,Czech Republic,Čeština (cs) - Czech,7,Expert,No,Yes,E-learning,16,Optimise Pyxis ES dispensing workflows,BD Midline,BD3984,Yes,4.8
HCP0366,Nurse,Emergency Department,MSP,France,Français (fr) - French,28,Intermediate,Yes,Yes,Webinar,2,Préparer une certification financée par l'OPCO en accès vasculaire,BD Eclipse™,,No,4.5
HCP0367,Nurse,Pharmacy Management,GP Surgery,United Kingdom,English (United Kingdom),16,Intermediate,No,Yes,Masterclass,40,Prepare for OPCO-funded certification in vascular access,Pyxis Anesthesia,BD8393,Yes,2.5
HCP0368,Physician,Oncology,Hospital General,Spain,Español (es) - Spanish,9,Intermediate,Yes,Yes,E-learning,4,Prepare for OPCO-funded certification in vascular access,BD Nexiva™,BD2487,No,3.4
HCP0369,ICU Specialist,Cardiology,Universitätsklinikum,Germany,Deutsch (de) - German,17,Advanced,No,Yes,Webinar,16,Gain expert-level certification in TTM management,,,Yes,4.3
HCP0370,ICU Specialist,Formulary Management,IDN,United States,English (United States),7,Intermediate,No,Yes,On-site,40,Prepare for OPCO-funded certification in vascular access,BD BodyGuard T,BD5264,No,2.6
HCP0371,Nurse,Surgery,Privatklinik,Germany,Deutsch (de) - German,1,Advanced,Yes,Yes,Blended,8,Prepare for BD Vacutainer® train-the-trainer programme,VADvisor™,BD6621,No,3.2
HCP0372,System Manager,Chirurgie,RSA,Italy,Italiano (it) - Italian,17,Intermediate,No,Yes,Webinar,40,Train on BD Rowa™ pharmacy automation system,BD Rowa™,BD5352,Yes,4.9
HCP0373,Pharmacist,Specimen Management,Academic Medical Center,Qatar,English (United Kingdom),9,Advanced,No,Yes,Masterclass,2,Optimise Pyxis ES dispensing workflows,BD Nexiva™,,Yes,
HCP0374,ICU Specialist,Biochemistry,EHPAD,France,Français (fr) - French,12,Advanced,Yes,Yes,Blended,24,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Preset™,BD8849,Yes,3.3
HCP0375,Nurse,Critical Care,Sağlık Merkezi,Turkey,Türkçe (tr) - Turkish,23,Intermediate,Yes,Yes,Blended,24,Prepare for targeted temperature management protocol implementation,BD Rowa™,BD7179,Yes,2.6
HCP0376,Nurse,Surgery,Community Hospital,United Kingdom,English (United Kingdom),20,Beginner,No,Yes,E-learning,8,Develop vascular access unit expertise,BD A-Line™,BD5274,Yes,3.1
HCP0377,Nurse,Cardiologie,Community Hospital,Hungary,Magyar (hu) - Hungarian,1,Intermediate,No,Yes,Webinar,24,Prepare for BD Vacutainer® train-the-trainer programme,BD Microtainer®,BD9664,Yes,3.4
HCP0378,Nurse,Specimen Management,Academic Medical Center,Romania,Română (ro) - Romanian,4,Intermediate,No,Yes,Blended,4,Optimise Pyxis ES dispensing workflows,VADvisor™,,No,4.1
HCP0379,Nurse,Urgences,Hospital General,Spain,Español (es) - Spanish,23,Expert,No,Yes,Blended,16,Train on BD Rowa™ pharmacy automation system,BD Preset™,,Yes,3.7
HCP0380,Physician,Pulmonology,Community Hospital,United States,English (United States),5,Beginner,No,Yes,Webinar,2,Develop vascular access unit expertise,BD Microtainer®,BD2869,Yes,2.6
HCP0381,Physician,Emergency ICU,NHS Trust,United Kingdom,English (United Kingdom),1,Beginner,No,Yes,Blended,2,Prepare for OPCO-funded certification in vascular access,BD Midline,,Yes,4.0
HCP0382,Pharmacist,Vascular Surgery,Regionsjukhus,Denmark,Dansk (da) - Danish,13,Intermediate,Yes,Yes,Masterclass,2,Improve infusion safety and reduce medication errors,BD Vacutainer®,BD9452,Yes,3.8
HCP0383,Biomedical Engineer,Urgences,Clinique Privée,France,Français (fr) - French,14,Intermediate,Yes,Yes,Blended,8,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Microtainer®,BD2430,No,4.2
HCP0384,Nurse,Chirurgie,Hôpital Général,France,Français (fr) - French,6,Intermediate,Yes,No,Webinar,4,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD A-Line™,BD7832,Yes,4.5
HCP0385,Nurse,Equipment Maintenance,Clínica Privada,Spain,Español (es) - Spanish,28,Intermediate,Yes,Yes,Webinar,16,Onboard new staff on BD Alaris™ infusion pump systems,VADvisor™,BD5905,Yes,4.4
HCP0386,System Manager,Emergency ICU,Universitätsklinikum,Germany,Deutsch (de) - German,1,Beginner,No,Yes,E-learning,24,Improve infusion safety and reduce medication errors,BD Bair Hugger™,BD3520,Yes,4.2
HCP0387,Physician,Pharmacy Management,Privatklinik,Switzerland,Deutsch (de) - German,23,Advanced,No,Yes,E-learning,8,Master blood collection techniques with BD Vacutainer® systems,BD PICCline,BD6494,Yes,2.9
HCP0388,ICU Specialist,Medical ICU,EHPAD,France,Français (fr) - French,7,Beginner,Yes,No,Masterclass,40,Obtenir une certification avancée en gestion de la TTM,BD PICCline,,Yes,3.5
HCP0389,System Manager,Biochemistry,Regionaal Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,9,Beginner,No,Yes,On-site,40,Train on BD Rowa™ pharmacy automation system,HealthSight,,No,
HCP0390,Physician,Specimen Management,Universitetssjukhus,Denmark,Dansk (da) - Danish,22,Beginner,No,Yes,E-learning,24,Prepare for OPCO-funded certification in vascular access,BD Vacutainer®,,No,2.7
HCP0391,Nurse,Equipment Maintenance,VA Hospital,United States,English (United States),16,Intermediate,No,Yes,Blended,16,Prepare for targeted temperature management protocol implementation,BD Preset™,,Yes,
HCP0392,Nurse,Surgical ICU,GGZ,Netherlands,Nederlands (nl) - Dutch,3,Expert,No,Yes,E-learning,40,Support career development with certified training (Qualiopi equivalent),BD Preset™,BD5047,No,2.7
