Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD0440,System Manager - Pyxis MedStation 4000: Essentials,Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,1.5,Intermediate,Biomedical Engineer,English (United Kingdom),United States,Yes,Yes,BD0056,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD3922,Understanding Cyber Security 2.0,Select Business,SB,Medication Management,BDLA,E-learning,1.5,Intermediate,Pharmacy Manager,English (United Kingdom),Select Country,No,No,,YES,Deleted User,4/21/21,"General orientation training for BD product users. Covers company values, quality policy, device classification, and key product categories."
BD6896,DE_Saf-T-Intima,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,7,Advanced,,Deutsch (de) - German,Germany,No,Yes,,YES,Nazeerah Ramdhian-Demery,2/10/26,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6521,System Manager - Pyxis Anesthesia System 4000: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1,Intermediate,Physician,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5078,0 - Getting Started with Litmos,Select Business,SB,Medication Management,Product Training,Blended,0.5,Expert,Pharmacist|System Manager,English (United Kingdom),Select Country,No,No,,YES,Deleted User,5/5/23,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD5082,Device Care and Maintenance Program,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,On-site,0.25,Advanced,Physician,English (United Kingdom),United Kingdom,No,Yes,,YES,Nazeerah Ramdhian-Demery,2/26/24,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD2878,1 - Litmos Dojo - WHITE BELT,Select Business,SB,Medication Management,Product Training,On-site,0.5,Advanced,Pharmacist,English (United Kingdom),Select Country,No,No,BD0768,YES,Deleted User,5/5/23,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD1935,BD Pyxis MedStation ES Basics,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,1,Advanced,System Manager,English (United States),United States,Yes,Yes,,YES,Joel Roney,6/3/24,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD8369,CLPMM0014 - MSA: Overview of Patient Details,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1,Intermediate,Pharmacist|System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/12/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD0722,BD Alaris™ System: PCA Reassembly Videos  (~10),Medication Management Solutions,MMS,Medication Management,Premium,E-learning,1,Beginner,Nurse,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD3679,BD Bodyguard™ Infusion Pump Clinical Overview FR,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Advanced,,Français (fr) - French,France,No,Yes,BD0690,YES,Jane Lovette,2/19/26,"Module avancé sur la configuration du Pyxis Enterprise Server : administration des utilisateurs, gestion des formulaires et analyse des rapports d'audit."
BD8451,BD Vacutainer® PrecisionGlide™ -vakuuminäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,External,Masterclass,1,Beginner,,Suomi (fi) - Finnish,Finland,No,No,,YES,Linda Vinberg,10/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD9238,SA_BD Neoflon™ Pro IV Catheter,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,On-site,1,Beginner,ICU Specialist,English (United Kingdom),Saudi Arabia,Yes,Yes,BD0560,YES,Nazeerah Ramdhian-Demery,1/28/26,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD0105,FR_PosiFlush_V1.0,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Premium,E-learning,1.5,Intermediate,,Français (fr) - French,France,Yes,No,,YES,Nazeerah Ramdhian-Demery,2/3/25,"Module BDLA sur l'insertion de PICC line avec repérage ECG. Couvre l'évaluation pré-insertion, la technique stérile et la vérification de la position."
BD5039,BD BodyComm™ Technical Training,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1,Beginner,,English (United Kingdom),United Kingdom,No,Yes,,YES,Joel Roney,5/2/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD6768,BD Vacutainer® Eclipse™ Signal™ Blutentnahmekanüle - Produktschulung,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,0.25,Expert,Nurse|ICU Specialist,Deutsch (de) - German,Germany,Yes,Yes,,YES,Edith Rothermel,10/9/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD7127,BD SafetyGlide™ Needle,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,E-learning,3,Intermediate,Pharmacy Manager,English (United Kingdom),United Kingdom,No,No,,YES,Nazeerah Ramdhian-Demery,5/13/24,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD2231,Odběr krve pro hemokultivaci žilní punkcí či kanylou,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,0.5,Beginner,Pharmacy Manager,Čeština (cs) - Czech,Czech Republic,Yes,Yes,,YES,Veronika  Bican,9/26/25,"Best practices for reducing pre-analytical errors in blood collection. Includes patient identification, specimen rejection criteria, and continuous improvement strategies."
BD5052,BD Alaris™ System Guides and Manuals for Clinical and Hospital Users,Medication Management Solutions,MMS,Medication Management,BDLA,Blended,3,Beginner,,English (United States),United States,No,No,BD0856,YES,Joel Roney,11/15/23,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD4067,BD Sustainability,Medication Delivery Solutions,MDS,Vascular Access & Infusion,External,E-learning,1,Beginner,Biomedical Engineer,English (United Kingdom),Switzerland,No,Yes,,YES,Nazeerah Ramdhian-Demery,3/20/25,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD7571,BD Rowa™ Vmax/Smart - Manutenzione - IT,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,0.25,Beginner,ICU Specialist,Italiano (it) - Italian,Italy,No,Yes,,YES,Dominik Bandel,4/15/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD1377,BD PosiFlush™ Sterile Pathway,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,E-learning,0.25,Advanced,Physician|ICU Specialist,English (United Kingdom),United Kingdom,No,Yes,,YES,Declan Gallagher,11/8/24,"Module on BD Eclipse™ safety needle systems for blood collection and injection. Reviews safety activation mechanisms, disposal requirements, and occupational exposure prevention."
BD5433,Jeringa para extracción de sangre arterial BD Preset™,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Blended,4,Beginner,Biomedical Engineer,Español (es) - Spanish,Spain,No,No,,YES,Angel Cervantes,11/3/23,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD3518,Best Practices in Blood Specimen Collection from Vascular Access Devices (VADs),Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,E-learning,0.5,Intermediate,Pharmacist|System Manager,English (United Kingdom),United Kingdom,Yes,No,,YES,Kamal Ibrahim,7/18/23,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD7849,Anesthesia Provider - Pyxis Anesthesia Station ES v1.3.4: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.5,Beginner,Physician|ICU Specialist,English (United Kingdom),United States,No,No,BD0557,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD5884,Best practices voor het verminderen van preanalytische fouten bij bloedafname,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,1.5,Intermediate,System Manager,Nederlands (nl) - Dutch,,No,No,,YES,Laura De Bock,12/26/23,"Best practices for reducing pre-analytical errors in blood collection. Includes patient identification, specimen rejection criteria, and continuous improvement strategies."
BD4603,Krevní zkumavka PAXgene® Blood ccfDNA - produktové školení,Specimen Management,SM,Specimen Collection & Diagnostics,Product Training,Masterclass,2,Intermediate,Physician,Čeština (cs) - Czech,Czech Republic,No,Yes,,YES,Veronika  Bican,12/8/25,"Module on specimen labelling, routing, and chain-of-custody procedures. Covers barcode scanning, reject criteria, and pre-analytical quality indicators."
BD0917,BD Rowa™ Vmax 210 Mise en route FR,Medication Management Solutions,MMS,Medication Management,Qualiopi,Blended,20,Intermediate,Pharmacy Manager,Français (fr) - French,France,Yes,Yes,,YES,Dominik Bandel,2/19/24,"Parcours d'initiation aux armoires de dispensation Pyxis ES : connexion, retrait des médicaments, résolution des écarts et procédures de réapprovisionnement."
BD5211,BD Pyxis IV Prep hardware set up video series (v2.44 and above),Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,0.25,Expert,Pharmacist|System Manager,English (United Kingdom),United States,Yes,Yes,BD0577,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD8065,BD Preset™ Eclipse™ Arterial Blood Collection Syringe,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,0.25,Beginner,Nurse,English (United Kingdom),United Kingdom,No,No,,YES,Kamal Ibrahim,7/18/23,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
BD2138,TTM U Nybörjarnivå,Urology and Critical Care,UCC,Urology & Critical Care,Product Training,E-learning,3,Advanced,Pharmacist,Svenska (sv) - Swedish,Sweden,No,Yes,,YES,Louise Oakes,4/24/25,"Intermediate-level TTM course for critical care nurses and physicians. Covers equipment setup, vital signs monitoring during therapy, protocol adjustments, and clinical documentation requirements."
BD8623,BD Rowa™ Formación en Label Printer,Medication Management Solutions,MMS,Medication Management,Premium,Masterclass,4,Intermediate,Pharmacy Manager,Español (es) - Spanish,Spain,Yes,No,BD0140,YES,Dominik Bandel,4/8/24,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7158,Educator - Pyxis MedStation ES v1.3.4 Training Guide (CLP24266),Medication Management Solutions,MMS,Medication Management,Qualiopi,Masterclass,0.5,Intermediate,ICU Specialist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD4826,Produktové školení - BD Vacutainer® Multiple Sample Luer Adapter  (BD Vacutainer® Luer Adapter k odběru vice vzorků krve),Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,4,Expert,Pharmacist,Čeština (cs) - Czech,Czech Republic,No,No,BD0944,YES,Veronika  Bican,9/26/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD9266,Best practices voor het verminderen van preanalytische fouten bij bloedafname,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,0.25,Intermediate,Pharmacist,Nederlands (nl) - Dutch,Netherlands,No,No,,YES,Laura De Bock,12/26/23,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD5501,TTM U Level Einsteiger,Urology and Critical Care,UCC,Urology & Critical Care,BDLA,E-learning,0.25,Beginner,,Deutsch (de) - German,Germany,No,No,,YES,Louise Oakes,3/24/25,"Intermediate-level TTM course for critical care nurses and physicians. Covers equipment setup, vital signs monitoring during therapy, protocol adjustments, and clinical documentation requirements."
BD6784,BD Vacutainer® Luer-Lok™ Access Device - Produktschulung,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,0.5,Intermediate,Pharmacist,Deutsch (de) - German,Germany,No,No,BD0819,YES,Edith Rothermel,10/9/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD5222,Alaris™ Gateway Workstation Technical Training,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,3,Intermediate,Physician,English (United Kingdom),United Kingdom,No,Yes,BD0920,YES,Joel Roney,3/23/23,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD7910,BD Rowa™ Vmax Manuelle Einlagerung - DE,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,1.5,Advanced,,Deutsch (de) - German,Germany,Yes,Yes,,YES,Dominik Bandel,4/8/24,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD9079,BD Vacutainer® UltraTouch™ Push Button Blood Collection Set,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,On-site,1,Intermediate,,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Kamal Ibrahim,7/18/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD0894,BD Rowa™ Formazione sulla Label Printer IT,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,2,Intermediate,,Italiano (it) - Italian,Italy,No,No,,YES,Dominik Bandel,4/8/24,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD1343,Migliori pratiche per ridurre gli errori in fase preanalitica dovuti al prelievo di sangue,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,1,Advanced,Physician,Italiano (it) - Italian,Italy,No,No,,YES,Alessandro Olgiati,7/5/24,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD6053,Agulha para Colheita de Sangue BD Vacutainer® Eclipse™,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Intermediate,Pharmacist,Português (pt) - Portuguese,Portugal,No,No,,YES,Angel Cervantes,11/3/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD8872,BD Vacutainer® Luer-Lok™ Erişim Cihazı,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,0.25,Beginner,Nurse|ICU Specialist,Türkçe (tr) - Turkish,Turkey,No,No,,YES,Onur Alti,11/1/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD7804,Probówki do pobierania krwi BD Microtainer® BloodCollection Tube i mikroprobówka.,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,0.25,Advanced,Pharmacist|System Manager,Polski (pl) - Polish,Poland,No,No,,YES,Aleksandra Wichowska,1/9/24,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD7358,Imperial College Healthcare - read and acknowledge mandatory,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Masterclass,3,Expert,,English (United Kingdom),United Kingdom,No,Yes,,YES,Nazeerah Ramdhian-Demery,8/12/25,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD2423,Formation à l'adaptateur BD Vacutainer®,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,4,Expert,Physician,Français (fr) - French,France,Yes,Yes,,YES,Emilie Verite,10/26/23,"Formation sur les meilleures pratiques de prélèvement avec le système BD Vacutainer®. Couvre la sélection des tubes, l'ordre de remplissage et la prévention des erreurs pré-analytiques."
BD8515,Adattatore luer per campioni multipli bd vacutainer corso di formazione,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Blended,1.5,Advanced,Physician,Italiano (it) - Italian,Italy,No,No,,YES,Alessandro Olgiati,7/4/24,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD1642,Extracción segura de muestras de sangre: Buenas prácticas para los profesionales sanitarios,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Webinar,1,Beginner,Biomedical Engineer,Español (es) - Spanish,Spain,Yes,No,,YES,Angel Cervantes,11/3/23,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD0614,Anesthesia provider - Pyxis Anesthesia Station ES v1.6: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,2,Intermediate,Biomedical Engineer,English (United Kingdom),,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7786,BD Vacutainer® Eclipse™-bloedafnamenaald,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Blended,3,Beginner,System Manager,Nederlands (nl) - Dutch,,Yes,No,,YES,Laura De Bock,12/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD3735,Jeringa para extracción de sangre arterial BD Preset™ Eclipse™,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Masterclass,3,Intermediate,Biomedical Engineer,Español (es) - Spanish,Spain,No,No,,YES,Angel Cervantes,11/3/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD6672,Why choose BD PosiFlush,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,On-site,3,Advanced,,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,12/9/25,"Training on BD Insyte™ Autoguard BC catheter for peripheral IV placement. Reviews site selection, insertion angle, blood control, and fixation."
BD8590,BD Alaris™ GP & VP Plus Guardrails Clinical Overview (NL),Medication Management Solutions,MMS,Medication Management,Premium,E-learning,3,Beginner,Nurse,Nederlands (nl) - Dutch,Netherlands,Yes,Yes,,YES,Jane Lovette,4/4/25,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD6036,v9.33 BD Alaris™ Pump Module: BD Alaris™ System with Guardrails Suite MX Training,Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,0.5,Intermediate,ICU Specialist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD7776,BL_Peripherally Inserted Central Catheters Program,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,E-learning,3,Beginner,Physician,English (United Kingdom),Belgium,No,No,,YES,Nazeerah Ramdhian-Demery,1/5/26,"Introduction to BD safety-engineered devices for medication delivery. Covers product portfolio, clinical indications, and regulatory compliance requirements."
BD3512,Profile mode workflows (~11 minutes),Medication Management Solutions,MMS,Medication Management,Premium,Webinar,1,Advanced,,English (United States),United States,Yes,No,,YES,Joel Roney,9/26/23,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD0139,Migliori pratiche per il prelievo di campioni ematici da dispositivi di accesso vascolare,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,2,Expert,System Manager,Italiano (it) - Italian,Italy,No,No,BD0386,YES,Alessandro Olgiati,7/4/24,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD3576,"Хемокултура – венепункция, вземане от източник",Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,1,Advanced,Nurse|ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,Yes,BD0990,YES,Veronika  Bican,9/18/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD9729,Sistema de Colheita de Urina BD Vacutainer®,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,0.25,Beginner,System Manager,Português (pt) - Portuguese,Portugal,No,No,BD0729,YES,Angel Cervantes,11/3/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD3087,A legjobb gyakorlatok a vérminták vénás hozzáférési eszközökből (VAD) történő gyűjtésében,Specimen Management,SM,Specimen Collection & Diagnostics,Product Training,On-site,3,Advanced,Physician|ICU Specialist,English (United Kingdom),Hungary,No,No,,YES,Veronika  Bican,1/19/26,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD4844,BD Vacutainer® Luer-Lok™ Access Device – Producttraining,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,0.25,Intermediate,Pharmacy Manager,Nederlands (nl) - Dutch,Belgium,No,No,,YES,Laura De Bock,1/29/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD7795,DoD Pyxis ES Enterprise Server Training Series,Medication Management Solutions,MMS,Medication Management,Premium,Webinar,3,Intermediate,,English (United Kingdom),United States,Yes,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD9160,SA_BD Insyte Autoguard BC Pro Techniques for Use Video,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,E-learning,1,Advanced,ICU Specialist,English (United Kingdom),Saudi Arabia,Yes,Yes,BD0763,YES,Nazeerah Ramdhian-Demery,1/28/26,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD5429,BD A-Line Спринцовка за вземане на артериална кръв,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,0.5,Intermediate,Physician|ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,Yes,,YES,Veronika  Bican,8/28/25,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD3188,Najlepsze praktyki pobierania krwi w zakresie zmniejszania liczby błędów przedanalitycznych.,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Blended,1,Intermediate,Pharmacist,Polski (pl) - Polish,Poland,No,Yes,,YES,Aleksandra Wichowska,1/9/24,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD7497,Adaptador Luer para Colheitas Múltiplas BD Vacutainer®,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Blended,0.25,Beginner,Pharmacy Manager,Español (es) - Spanish,Spain,No,No,,YES,Angel Cervantes,11/3/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD2763,BD Vacutainer® Çoklu Örnek Luer Adaptörü,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,2,Advanced,Physician|ICU Specialist,Türkçe (tr) - Turkish,Turkey,No,Yes,BD0440,YES,Onur Alti,11/1/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD0619,BD Vacutainer® Luer-Lok™ Adapter,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,3,Expert,Nurse,Svenska (sv) - Swedish,Sweden,No,No,,YES,Linda Vinberg,10/12/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD5642,BD BodyGuard™ T Syringe Pump Technical Training,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Intermediate,System Manager,English (United Kingdom),United Kingdom,No,Yes,,YES,Joel Roney,4/20/23,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD5536,BD Vacutainer® Eclipse™ Игла за вземане на кръв,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,20,Beginner,ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,No,BD0929,YES,Veronika  Bican,8/27/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD3743,BD PARTNERS - BD Communications for Distribution Partners - MMS,Medication Management Solutions,MMS,Medication Management,Product Training,Masterclass,0.25,Beginner,Physician,English (United States),United States,No,No,BD0667,YES,Joel Roney,6/4/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD4191,Szkolenie produktowe dotyczące zestawu do pobierania krwi z przyciskiem BD Vacutainer® UltraTouch.,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,0.25,Intermediate,Physician|ICU Specialist,Polski (pl) - Polish,Poland,Yes,Yes,,YES,Aleksandra Wichowska,1/9/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6231,Buyer - Pyxis Logistics v1.1: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.5,Advanced,System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD9923,Pickup BD Rowa™ - Guida introduttiva - IT,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,1.5,Advanced,,Italiano (it) - Italian,Italy,Yes,Yes,,YES,Dominik Bandel,4/15/24,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD4309,Prelievo da accessi venosi difficili - Puntura venosa,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Masterclass,1,Intermediate,Nurse,Italiano (it) - Italian,Italy,Yes,Yes,,YES,Alessandro Olgiati,7/5/24,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
